City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
275,walvis bay,-22.9575,14.5053,288.68,82,0,3.09,NA,1696877370
276,egilsstadir,65.2653,-14.3948,281.1,81,100,4.63,IS,1696877370
277,chukhloma,58.7525,42.6825,275.98,96,100,4.47,RU,1696877370
278,singaraja,-8.112,115.0882,298.09,81,53,1.61,ID,1696877370
279,shingu,33.7333,135.9833,293.39,92,57,1.57,JP,1696877371
280,nuuk,64.1835,-51.7216,281.49,49,20,6.17,GL,1696877371
281,kimbe,-5.5502,150.1429,297.61,90,96,1.95,PG,1696877371
282,tepalcatepec,19.1833,-102.85,304.23,60,99,0.61,MX,1696877169
283,rusk,31.796,-95.1502,301.99,44,0,3.77,US,1696877096
284,san patricio,28.017,-97.5169,299.55,57,100,3.41,US,1696877372
285,isangel,-19.55,169.2667,290.21,67,19,2.57,VU,1696877372
286,dodola,6.9833,39.1833,285.88,67,59,1.09,ET,1696877373
287,kruisfontein,-34.0033,24.7314,286.42,88,100,2.35,ZA,1696877373
288,luang prabang,19.8856,102.1347,295.42,98,99,0.25,LA,1696877373
289,ternate,0.8,127.4,299.94,80,100,5.27,ID,1696877374
290,kaoma,-14.7833,24.8,299.35,24,42,2.61,ZM,1696877374
291,ramnagar,29.4,79.1167,295.24,63,0,2.52,IN,1696877374
292,ronne,55.1009,14.7066,282.1,87,75,0.51,DK,1696877374
293,gerash,27.6652,54.1371,300.23,35,0,1.54,IR,1696877375
294,oyama,36.3,139.8,292.23,94,100,2.23,JP,1696877375
295,fale old settlement,-9.3852,-171.2468,301.89,76,100,7.52,TK,1696877375
296,sinop,41.7711,34.8709,281.79,85,39,0.15,TR,1696877376
297,new plymouth,-39.0667,174.0833,285.27,75,28,7.76,NZ,1696877376
298,ilam,26.9167,87.9167,292.21,90,31,1.28,NP,1696877376
299,coria,39.9879,-6.5377,301.18,24,43,0.99,ES,1696877377
300,el affroun,36.4701,2.6253,294.55,81,6,1.06,DZ,1696877377
301,punta arenas,-53.15,-70.9167,280.21,53,40,10.8,CL,1696877135
302,aswan,24.0934,32.907,309.76,16,0,5.14,EG,1696877378
303,papao,-17.75,-149.55,300.97,73,100,9.43,PF,1696877378
304,eforie sud,44.0229,28.6494,285.82,52,70,5.08,RO,1696877378
305,xining,36.6167,101.7667,280.77,74,65,1.0,CN,1696877378
306,khovd,48.0056,91.6419,281.53,56,19,1.01,MN,1696877379
307,nova vicosa,-17.8919,-39.3719,300.2,69,45,7.39,BR,1696877379
308,saint-francois,46.4154,3.9054,291.3,82,0,1.03,FR,1696877379
309,beyla,8.6833,-8.6333,294.29,95,97,1.4,GN,1696877380
310,barra de santo antonio,-9.4047,-35.5072,301.75,68,23,3.81,BR,1696877380
311,igrim,63.1906,64.4162,279.27,81,93,5.36,RU,1696877381
312,martapura,-3.4167,114.85,300.2,89,100,0.51,ID,1696877381
313,ust-tsilma,65.441,52.1498,275.16,76,94,5.36,RU,1696877381
314,tres valles,18.2406,-96.135,301.83,73,90,2.49,MX,1696877382
315,rio grande,-32.035,-52.0986,298.21,65,0,3.59,BR,1696877382
316,marondera,-18.1853,31.5519,289.51,57,0,2.94,ZW,1696877382
317,dryden,49.7833,-92.7503,280.31,45,0,4.63,CA,1696877382
318,canete,-37.8,-73.4,287.6,60,100,3.76,CL,1696877383
319,geraldton,-28.7667,114.6,291.38,82,98,6.69,AU,1696877383
320,salah bey,35.8545,5.2905,295.38,53,0,0.65,DZ,1696877383
321,kailua-kona,19.6406,-155.9956,301.21,82,40,3.09,US,1696877114
322,katsuura,35.1333,140.3,291.96,87,100,1.98,JP,1696877384
323,galveston,29.3669,-94.9669,302.06,45,0,2.57,US,1696877384
324,lufilufi,-13.8745,-171.5986,299.03,84,55,5.17,WS,1696877384
325,callao,-12.0667,-77.15,296.33,77,100,3.6,PE,1696877385
326,acarau,-2.8856,-40.12,302.27,66,5,9.35,BR,1696877385
327,yonago,35.4333,133.3333,292.11,100,75,3.09,JP,1696877385
328,mirnyy,62.5353,113.9611,277.17,75,100,4.02,RU,1696877386
329,thinadhoo,0.5333,72.9333,300.98,80,79,6.52,MV,1696877386
330,awjilah,29.1081,21.2869,297.68,40,0,3.02,LY,1696877386
331,shenjiamen,29.9576,122.298,294.06,70,100,7.12,CN,1696877386
332,launceston,-41.45,147.1667,279.95,81,5,3.09,AU,1696877387
333,kavaratti,10.5669,72.642,300.9,62,92,0.74,IN,1696877387
334,jalai nur,49.45,117.7,280.11,48,26,1.03,CN,1696877387
335,oamaru,-45.0784,170.9801,277.8,87,28,3.6,NZ,1696877388
336,laguna,38.421,-121.4238,294.36,67,0,3.6,US,1696877388
337,thunder bay,48.4001,-89.3168,279.1,65,100,7.72,CA,1696877388
338,patong,7.8961,98.2966,303.72,70,100,5.09,TH,1696877388
339,ghat,24.9647,10.1728,299.2,21,16,4.48,LY,1696877389
340,mount isa,-20.7333,139.5,295.02,78,100,2.06,AU,1696877389
341,sankt ingbert,49.2833,7.1167,291.71,71,0,2.57,DE,1696877389
342,lisakovsk,52.5369,62.4936,280.93,83,100,6.66,KZ,1696877390
343,pyu,18.4833,96.4333,296.79,98,100,1.0,MM,1696877390
344,erdenet,49.0333,104.0833,278.62,64,7,1.48,MN,1696877390
345,as sulayyil,20.4607,45.5779,306.29,23,24,3.99,SA,1696877390
346,san mateo del mar,16.2,-95.0,304.04,62,89,7.92,MX,1696877391
347,usinsk,65.9939,57.5281,275.41,76,100,10.73,RU,1696877391
348,wailua homesteads,22.0669,-159.378,299.12,80,40,5.66,US,1696877391
349,faya-largeau,17.9257,19.1043,305.41,22,8,6.75,TD,1696877392
350,mermoz boabab,14.7065,-17.4758,303.03,74,0,3.09,SN,1696877392
351,kalaleh,37.3807,55.4916,295.93,68,0,2.06,IR,1696877392
352,pak phanang,8.3511,100.202,300.13,81,94,1.3,TH,1696877392
353,wanning,18.8003,110.3967,297.02,87,97,3.73,CN,1696877393
354,amurzet,47.6967,131.0981,278.86,68,0,3.49,RU,1696877393
355,chibougamau,49.9168,-74.3659,279.94,81,100,7.2,CA,1696877393
356,alaghsas,17.0187,8.0168,307.09,20,0,2.57,NE,1696877394
357,eaton rapids,42.5092,-84.6558,285.86,52,75,5.66,US,1696877394
358,summerside,46.3959,-63.7876,290.22,59,14,4.63,CA,1696877394
359,kalmunai,7.4167,81.8167,299.24,87,100,4.7,LK,1696877395
360,bushehr,28.9684,50.8385,304.2,55,0,2.06,IR,1696877395
361,antsiranana,-12.2787,49.2917,296.77,82,100,5.93,MG,1696877283
362,miles city,46.4083,-105.8406,290.69,48,0,3.6,US,1696877395
363,barranca,-10.75,-77.7667,293.81,75,92,4.18,PE,1696877396
364,kloulklubed,7.0419,134.2556,300.43,86,100,12.35,PW,1696877396
365,ugoofaaru,5.6667,73.0,300.96,78,40,2.44,MV,1696877397
366,lata,40.1629,-8.3327,294.92,42,2,0.95,PT,1696877397
367,el bauga,18.262,33.9081,307.52,10,0,4.39,SD,1696877397
368,mount gambier,-37.8333,140.7667,278.7,95,46,1.13,AU,1696877397
369,balikpapan,-1.2675,116.8289,301.7,79,40,3.6,ID,1696877398
370,calapan,13.4117,121.1803,299.88,85,100,1.42,PH,1696877398
371,lloydminster,53.2835,-110.0016,287.27,54,20,5.66,CA,1696877398
372,arklow,52.7931,-6.1414,290.21,88,100,3.53,IE,1696877399
373,tromso,69.6496,18.957,274.16,93,75,0.0,NO,1696877399
374,turpan,42.9333,89.1667,295.34,28,96,0.9,CN,1696877400
375,horta,38.5333,-28.6333,294.27,89,75,12.96,PT,1696877400
376,georgetown,5.4112,100.3354,301.11,89,20,1.54,MY,1696877110
377,island harbour,50.724,-1.2758,290.47,88,34,0.45,GB,1696877401
378,cabo san lucas,22.8909,-109.9124,303.76,88,100,3.95,MX,1696877227
379,khabary,53.6259,79.5345,287.06,51,99,4.01,RU,1696877402
380,hailey,43.5196,-114.3153,296.42,38,0,3.13,US,1696877403
381,arkhangel'sk,64.5401,40.5433,276.55,86,100,1.8,RU,1696877403
382,petropavlovsk-kamchatsky,53.0452,158.6483,278.4,83,75,4.92,RU,1696877404
383,kingston,17.997,-76.7936,302.73,85,75,6.17,JM,1696877404
384,port hedland,-20.3167,118.5667,293.18,40,0,2.57,AU,1696877405
385,marka,1.7159,44.7717,299.27,79,20,6.99,SO,1696877405
386,kristinestad,62.2743,21.376,271.54,69,100,2.0,FI,1696877406
387,rakops,-21.0167,24.3333,303.93,19,82,4.21,BW,1696877406
388,tyukhtet,56.5389,89.3011,284.29,75,100,3.85,RU,1696877407
389,mersrags,57.3354,23.1246,280.8,70,89,6.3,LV,1696877407
390,saint-denis,48.9167,2.3333,294.03,58,0,1.54,FR,1696877312
391,mudon,16.2578,97.7164,297.1,93,100,1.89,MM,1696877409
392,arraial do cabo,-22.9661,-42.0278,302.13,65,40,4.12,BR,1696877409
393,oxford,51.7522,-1.256,291.88,87,0,1.54,GB,1696877409
394,ciudad bolivar,8.1222,-63.5497,307.92,43,100,1.45,VE,1696877410
395,funafuti,-8.5243,179.1942,301.36,81,46,8.3,TV,1696877410
396,lagdo,9.05,13.7333,300.39,62,14,1.52,CM,1696877411
397,petawawa,45.9001,-77.3328,279.7,92,100,0.45,CA,1696877411
398,nakama,33.8167,130.7,293.07,94,96,0.89,JP,1696877411
399,ploneour-lanvern,47.9,-4.2833,290.31,67,0,1.54,FR,1696877346
400,kapa'a,22.0752,-159.319,299.87,80,40,5.66,US,1696877412
401,zakynthos,37.7914,20.8953,295.73,73,0,0.0,GR,1696877413
402,paris,48.8534,2.3488,294.03,57,0,1.54,FR,1696877360
403,choibalsan,48.0667,114.5,280.32,45,91,3.42,MN,1696877413
404,el granada,37.5027,-122.4694,293.77,74,40,2.57,US,1696877414
405,pitimbu,-7.4706,-34.8086,302.48,67,1,5.63,BR,1696877414
406,masvingo,-20.0637,30.8277,295.67,52,8,4.97,ZW,1696877414
407,sao vicente,-23.9631,-46.3919,299.25,56,100,2.06,BR,1696877415
408,qui nhon,13.7667,109.2333,298.21,91,100,3.37,VN,1696877415
409,egersund,58.4513,5.9997,280.34,77,9,4.21,NO,1696877416
410,beardstown,40.0176,-90.4243,290.97,46,6,1.79,US,1696877416
411,banjarmasin,-3.3244,114.591,300.23,86,97,0.84,ID,1696877417
412,nabire,-3.3667,135.4833,298.59,85,100,2.53,ID,1696877419
413,tianshui,34.5439,105.6897,283.13,81,7,1.32,CN,1696877419
414,melykut,46.2151,19.381,289.32,52,100,2.09,HU,1696877419
415,mata-utu,-13.2816,-176.1745,299.86,82,60,8.72,WF,1696877420
416,cartagena,10.3997,-75.5144,303.94,66,20,3.09,CO,1696877359
417,ha'il,27.5219,41.6907,303.16,16,0,2.06,SA,1696877421
418,onega,63.9061,38.1404,276.9,82,100,4.02,RU,1696877421
419,tolanaro,-25.0319,46.9987,297.19,88,20,3.09,MG,1696877421
420,kargasok,59.0556,80.8572,285.35,66,100,8.05,RU,1696877422
421,santa ana de yacuma,-13.75,-65.4333,304.12,55,75,4.12,BO,1696877422
422,banikoara,11.2985,2.4386,301.64,55,20,1.79,BJ,1696877423
423,greymouth,-42.4667,171.2,283.59,87,100,4.22,NZ,1696877424
424,vila velha,-20.3297,-40.2925,302.12,79,20,8.75,BR,1696877424
425,outjo,-20.1167,16.15,300.63,14,24,8.24,NA,1696877425
426,dindima,10.2263,10.1513,303.04,41,92,1.36,NG,1696877425
427,vangaindrano,-23.35,47.6,294.88,95,26,1.94,MG,1696877425
428,stara vyzhivka,51.4376,24.44,277.21,61,52,3.22,UA,1696877426
429,darnah,32.767,22.6367,296.32,68,0,6.73,LY,1696877426
430,minas de marcona,-15.2119,-75.1103,293.32,56,22,7.09,PE,1696877426
431,chui,-33.6971,-53.4616,294.27,51,0,3.45,UY,1696877235
432,remire-montjoly,4.9167,-52.2667,306.17,43,0,5.14,GF,1696877427
433,charters towers,-20.1,146.2667,288.7,89,7,3.98,AU,1696877428
434,zuni pueblo,35.0725,-108.8506,295.5,24,28,2.96,US,1696877428
435,lerwick,60.1545,-1.1494,283.15,86,100,3.29,GB,1696877428
436,eastham,41.8301,-69.9739,291.16,46,20,4.12,US,1696877367
437,balkashino,52.5167,68.7667,285.96,39,0,6.86,KZ,1696877429
438,bich'vinta,43.1592,40.3378,282.25,49,100,1.58,GE,1696877429
439,santana,-0.0583,-51.1817,307.25,46,20,6.17,BR,1696877430
440,lompoc,34.6391,-120.4579,291.26,64,100,5.14,US,1696877430
441,betio village,1.358,172.9211,299.17,71,54,1.61,KI,1696877431
442,qamdo,31.1667,97.2333,269.41,88,8,1.68,CN,1696877431
443,cotonou,6.3654,2.4183,300.14,89,20,4.12,BJ,1696877431
444,sitka,57.0531,-135.33,286.09,82,100,7.72,US,1696877201
445,inhambane,-23.865,35.3833,297.14,83,40,2.24,MZ,1696877432
446,berdigestyakh,62.0989,126.6992,274.42,93,100,2.68,RU,1696877432
447,happy valley-goose bay,53.3168,-60.3315,288.32,72,75,4.63,CA,1696877433
448,inhapi,-9.2214,-37.7486,306.52,27,80,4.87,BR,1696877433
449,port-vila,-17.7338,168.3219,294.93,68,100,2.57,VU,1696877433
450,kohlu,29.8962,69.252,292.99,13,0,1.67,PK,1696877434
451,kanel,15.4916,-13.1763,313.15,35,0,4.12,SN,1696877434
452,sao joao da barra,-21.6403,-41.0511,304.2,80,8,5.89,BR,1696877434
453,dogbo,6.8167,1.7833,297.82,92,81,2.03,BJ,1696877435
454,medicine hat,50.0501,-110.6683,300.77,24,40,5.14,CA,1696877436
455,kashgar,39.4547,75.9797,288.71,67,75,3.0,CN,1696877436
456,seven pagodas,12.6264,80.1722,302.18,83,37,4.37,IN,1696877436
457,salinopolis,-0.6136,-47.3561,302.15,69,39,6.19,BR,1696877437
458,saldanha,-33.0117,17.9442,289.39,77,0,5.64,ZA,1696877437
459,vuktyl,63.8567,57.3094,275.43,96,100,4.92,RU,1696877437
460,pskov,57.8136,28.3496,275.1,93,75,3.13,RU,1696877437
461,sao gabriel da cachoeira,-0.1303,-67.0892,309.04,46,40,2.06,BR,1696877438
462,glace bay,46.1969,-59.957,292.53,73,75,3.58,CA,1696877404
463,chicoana,-25.1009,-65.5331,301.18,22,62,6.23,AR,1696877438
464,atafu village,-8.5421,-172.5159,301.9,77,36,6.19,TK,1696877439
465,colonia,50.9333,6.95,292.02,77,0,0.51,DE,1696877141
466,al 'aziziyah,32.9058,45.0616,303.44,14,75,2.39,IQ,1696877439
467,posto fiscal rolim de moura,-13.0833,-62.2667,311.51,30,85,0.78,BR,1696877440
468,redcliff,-19.0333,29.7833,297.78,29,1,4.8,ZW,1696877440
469,muli,2.9167,73.5667,301.27,78,100,5.3,MV,1696877440
470,buala,-8.145,159.5921,300.31,86,100,5.63,SB,1696877440
471,kushiro,42.975,144.3747,284.28,95,100,2.53,JP,1696877441
472,yaren,-0.5472,166.916,301.76,71,49,2.46,NR,1696877441
473,rongelap,11.1635,166.8941,300.93,80,75,5.56,MH,1696877441
474,hohoe,7.1518,0.4736,297.35,93,77,0.84,GH,1696877442
475,road town,18.4167,-64.6167,304.2,70,75,4.12,VG,1696877289
476,cozumel,20.5083,-86.9458,305.19,83,75,5.14,MX,1696877147
477,kourou,5.1552,-52.6478,306.18,55,0,4.31,GF,1696877442
478,marijampole,54.5667,23.35,277.57,71,21,3.04,LT,1696877443
479,sao mateus do maranhao,-4.0417,-44.475,312.89,21,6,1.91,BR,1696877443
480,aktobe,50.2797,57.2072,279.2,81,0,4.0,KZ,1696877443
481,northam,51.0333,-4.2167,289.07,93,66,1.54,GB,1696877444
482,dokkum,53.3222,5.997,289.82,88,100,2.57,NL,1696877444
483,takoradi,4.8845,-1.7554,298.27,86,93,3.94,GH,1696877444
484,kuching,1.55,110.3333,298.27,94,20,0.0,MY,1696877445
485,tvoroyri,61.5556,-6.8111,282.68,84,100,9.58,FO,1696877445
486,massawa,15.6097,39.45,305.21,54,0,1.56,ER,1696877445
487,key west,24.5557,-81.7826,302.59,84,100,4.63,US,1696877365
488,buka,40.8108,69.1986,290.95,33,0,1.89,UZ,1696877446
489,san julian,21.0167,-102.1667,298.24,40,71,4.02,MX,1696877446
490,ribeira brava,32.65,-17.0667,299.5,46,16,2.02,PT,1696877447
491,puerto aysen,-45.4,-72.7,279.68,100,100,2.69,CL,1696877447
492,inirida,3.8653,-67.9239,305.12,55,100,2.26,CO,1696877448
493,north platte,41.1239,-100.7654,293.75,40,0,2.24,US,1696877448
494,narasannapeta,18.4167,84.05,299.37,87,68,1.53,IN,1696877448
495,yomju-up,39.8933,124.5981,284.2,88,0,3.73,KP,1696877448
496,pimentel,-6.8367,-79.9342,298.31,61,0,7.72,PE,1696877449
497,san pedro pochutla,15.7333,-96.4667,306.99,56,69,2.74,MX,1696877449
498,krasnyy chikoy,50.3643,108.7512,278.84,71,5,0.45,RU,1696877449
499,severo-yeniseyskiy,60.3725,93.0408,281.25,92,100,3.58,RU,1696877450
500,udaipur,24.5712,73.6918,294.74,67,0,2.15,IN,1696877450
501,iranshahr,27.2025,60.6848,304.34,20,0,0.0,IR,1696877450
502,tocopilla,-22.092,-70.1979,293.8,64,98,3.99,CL,1696877451
503,pizarro,4.9533,-77.366,301.96,71,43,3.3,CO,1696877451
504,saint-philippe,-21.3585,55.7679,294.92,82,14,3.33,RE,1696877451
505,kedougou,12.5579,-12.1743,301.47,74,0,3.09,SN,1696877451
506,sinjar,36.3209,41.8754,297.32,36,84,2.92,IQ,1696877452
507,prince edward,44.0001,-77.2495,284.53,76,100,4.92,CA,1696877382
508,selfoss,63.9331,-20.9971,278.73,72,13,7.29,IS,1696877452
509,dudinka,69.4058,86.1778,280.75,89,100,9.39,RU,1696877452
510,mezhdurechenskiy,59.6,65.9333,279.99,60,7,6.26,RU,1696877453
511,san rafael,-34.6177,-68.3301,299.68,15,47,1.83,AR,1696877453
512,argostolion,38.1811,20.489,296.19,44,0,2.06,GR,1696877453
513,francistown,-21.17,27.5079,295.68,56,11,7.42,BW,1696877454
514,north bend,43.4065,-124.2243,289.1,88,100,9.26,US,1696877454
515,burang,30.25,81.1667,276.45,69,12,2.28,CN,1696877454
516,durban,-29.8579,31.0292,292.66,90,100,2.89,ZA,1696877455
517,zaozersk,69.4005,32.4476,273.29,79,94,4.38,RU,1696877455
518,banda aceh,5.5577,95.3222,299.31,85,100,1.3,ID,1696877455
519,atbara,17.7022,33.9864,307.88,12,0,2.64,SD,1696877456
520,baiquan,47.5833,126.0833,280.17,63,0,1.68,CN,1696877456
521,bayanhongor,46.7167,100.1167,274.42,56,59,1.72,MN,1696877456
522,akjoujt,19.6969,-14.4164,311.0,13,97,3.98,MR,1696877457
523,parras de la fuente,25.4167,-102.1833,292.1,62,99,1.41,MX,1696877457
524,uvira,-3.4067,29.1458,295.22,66,88,1.88,CD,1696877457
525,yasothon,15.75,104.1333,295.76,91,98,4.71,TH,1696877457
526,poshekhon'ye,58.4993,39.1353,277.16,85,100,4.31,RU,1696877458
527,brookings,44.3114,-96.7984,286.58,55,100,2.06,US,1696877286
528,varginha,-21.5514,-45.4303,297.75,68,43,1.45,BR,1696877252
529,huilong,31.8111,121.655,293.67,59,93,4.35,CN,1696877458
530,motygino,58.1831,94.7592,282.47,93,40,2.24,RU,1696877459
531,san luis de la loma,17.2706,-100.8939,297.45,97,100,9.9,MX,1696877459
532,ulysses,37.5814,-101.3552,297.31,33,0,4.63,US,1696877459
533,vernon,50.2581,-119.2691,289.89,67,100,0.51,CA,1696877333
534,manturovo,58.3353,44.7619,275.25,97,100,3.35,RU,1696877460
535,champerico,14.3,-91.9167,307.45,70,53,2.1,GT,1696877460
536,reggane,26.7158,0.1714,304.05,17,0,5.45,DZ,1696877460
537,sovetskaya,44.7769,41.1722,281.84,60,8,4.5,RU,1696877461
538,natal,-5.795,-35.2094,303.51,58,40,7.72,BR,1696877221
539,warmbad,-28.45,18.7333,297.31,21,5,4.22,NA,1696877461
540,lichuan,30.3,108.85,284.74,94,100,0.68,CN,1696877462
541,mili,6.0815,171.735,301.55,69,100,1.0,MH,1696877462
542,boguchany,58.3814,97.4531,282.51,92,21,1.79,RU,1696877463
543,blackwell,36.8045,-97.2828,299.79,26,0,1.79,US,1696877463
544,schongau,47.8167,10.9,291.24,61,75,5.14,DE,1696877463
545,urucara,-2.5364,-57.76,314.76,18,6,3.0,BR,1696877464
546,childress,34.4264,-100.204,300.33,32,0,0.0,US,1696877464
547,takaungu,-3.6837,39.8566,299.42,86,6,5.22,KE,1696877464
548,binzhou,37.3667,118.0167,286.71,56,41,1.7,CN,1696877465
549,al jawf,29.5,38.75,302.81,19,100,4.27,SA,1696877465
